MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,GANESHHOUC,GANESH HOUSING CORP LTD,        72.25,        71.00,        75.95,        71.00,        71.80,                  6088386.70,82868,N, ,1066,       190.00,        69.95
N,EQ,GANGESSECU,GANGES SECURITIES LIMITED,        49.55,        49.00,        49.00,        46.20,        46.60,                   240887.80,4993,N, ,31,       129.00,        40.50
N,EQ,GARDENSILK,GARDEN SILK MILLS LTD,        22.20,        22.50,        22.50,        19.55,        20.05,                   944489.50,45769,N, ,409,        53.30,        19.55
N,EQ,GARFIBRES,GARWARE TECH FIBRES LTD,      1117.75,      1110.05,      1159.75,      1110.05,      1124.75,                 43929858.95,39041,N, ,1237,      1362.40,       850.00
N,EQ,GATI,GATI LIMITED,        83.50,        83.50,        84.10,        71.50,        74.95,                 85617024.70,1111764,N, ,9968,       154.45,        71.50
N,EQ,GAYAHWS,GAYATRI HIGHWAYS LIMITED,         1.80,         1.85,         1.85,         1.75,         1.75,                    59934.85,33428,N, ,64,        10.90,         1.75
N,EQ,GAYAPROJ,GAYATRI PROJECTS LTD,       184.15,       183.95,       184.00,       150.45,       167.65,                 35964701.55,211471,N, ,1338,       239.00,       150.45
N,EQ,GDL,GATEWAY DISTRIPARKS LTD.,       151.45,       152.90,       152.95,       137.15,       145.35,                 17658779.20,121883,N, ,2568,       275.00,       137.15
N,EQ,GEECEE,GEECEE VENTURES LIMITED,       119.25,       120.05,       120.05,       112.00,       116.45,                  1846087.95,15592,N, ,392,       193.70,       112.00
N,EQ,GENESYS,GENESYS INTL CORPN LTD,       152.45,       150.10,       152.70,       134.20,       145.75,                  9307969.75,64282,N, ,1452,       391.20,       134.20
N,EQ,GENUSPAPER,GENUS P&B LIMITED,        10.10,        10.20,        10.30,         9.30,         9.60,                  4692218.40,477651,N, ,856,        16.50,         5.20
N,EQ,GENUSPOWER,GENUS POWER INFRASTRU LTD,        31.15,        31.15,        33.30,        28.50,        31.65,                 11984379.00,397350,N, ,2300,        86.10,        28.50
N,EQ,GEOJITFSL,GEOJIT FINANCIAL SER L,        51.55,        51.60,        53.20,        47.65,        48.00,                 12964672.35,259648,N, ,1744,       147.05,        47.65
N,EQ,GEPIL,GE POWER INDIA LIMITED,       750.35,       742.15,       750.00,       707.75,       745.90,                 21076454.75,28595,N, ,1727,      1044.70,       624.20
N,EQ,GESHIP,THE GE SHPG.LTD,       284.50,       281.05,       296.80,       276.35,       287.70,                 17977242.75,63554,N, ,4718,       485.00,       267.00
N,EQ,GET&D,GE T&D INDIA LIMITED,       247.80,       248.05,       250.70,       233.15,       235.75,                  8361605.05,34890,N, ,1875,       474.40,       233.15
N,EQ,GHCL,GHCL LIMITED,       231.70,       233.50,       235.00,       214.00,       217.95,                 29974214.00,134667,N, ,1811,       357.40,       204.00
N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,       257.65,       259.55,       263.75,       250.00,       254.80,                 32865184.30,127318,N, ,2380,       536.95,       250.00
N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,        55.00,        54.65,        56.60,        52.50,        54.35,                   239680.70,4389,N, ,27,       102.00,        52.00
N,EQ,GILLETTE,GILLETTE INDIA LTD,      6676.20,      6718.95,      6745.20,      6602.00,      6690.10,                 47737661.95,7150,N, ,2613,      7100.00,      5352.00
N,EQ,GINNIFILA,GINNI FILAMENTS LTD,        18.20,        18.30,        18.60,        17.70,        17.80,                  1061049.00,59210,N, ,272,        51.90,        16.90
N,EQ,GIPCL,GUJ IND POW CO. LTD,        77.05,        77.95,        77.95,        74.60,        75.20,                  4692162.75,62069,N, ,568,       150.80,        74.60
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       105.30,       101.00,       104.80,       101.00,       103.80,                   869520.00,8400,N, ,7,       167.85,        95.50
N,EQ,GKWLIMITED,GKW LIMITED,       905.00,       880.00,       881.05,       859.75,       859.75,                   201705.25,233,N, ,33,      1318.00,       483.00
N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,      1497.90,      1487.35,      1511.75,      1421.00,      1449.30,                 27591049.40,18892,N, ,2538,      3600.00,      1420.00
N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,       644.40,       644.30,       655.80,       622.65,       632.15,                555771001.40,865754,N, ,27747,       711.90,       493.50
N,SM,GLOBAL,GLOBAL EDUCATION LIMITED,       113.00,       118.00,       118.00,       118.00,       118.00,                   118000.00,1000,N, ,1,       244.90,       113.00
N,EQ,GLOBOFFS,GLOBAL OFFSHORE SERV LTD,        14.70,        14.80,        14.80,        13.25,        13.25,                   347734.05,25858,N, ,135,        49.65,        13.25
N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,       154.40,       148.55,       154.00,       146.70,       146.70,                 30679995.90,206802,N, ,2695,       214.95,        71.00
N,EQ,GMBREW,G M BREWERIES LTD,       655.45,       665.00,       665.05,       622.70,       622.70,                  9288812.80,14599,N, ,856,      1208.00,       415.30
N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,        97.60,        98.20,        98.90,        92.55,        93.45,                 26568865.60,276998,N, ,6897,       180.90,        92.55
N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,       997.10,       992.10,      1024.95,       945.45,       955.10,                  5252197.35,5329,N, ,549,      1198.00,       575.00
N,EQ,GMRINFRA,GMR INFRASTRUCTURE LTD.,        16.80,        17.00,        17.05,        15.80,        16.20,                802919800.60,48901093,N, ,26892,        25.05,        14.55
N,EQ,GNA,GNA AXLES LIMITED,       355.60,       359.00,       359.00,       316.05,       326.90,                 23709191.75,70782,N, ,2511,       579.00,       281.00
N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,       362.75,       362.75,       366.10,       335.05,       349.45,                198466357.65,566006,N, ,13401,       548.50,       295.40
N,EQ,GOACARBON,GOA CARBON LIMITED,       636.45,       668.25,       668.25,       611.65,       666.30,                189574942.50,286910,N, ,9054,      1215.00,       401.00
N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,       267.90,       265.00,       279.60,       263.00,       271.60,                 25487262.20,93900,N, ,303,       699.55,       253.55
N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,       748.40,       755.90,       773.90,       734.20,       751.40,                246525937.20,327396,N, ,15919,      1080.00,       670.95
N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,       517.20,       524.60,       524.95,       508.00,       514.10,                 41993037.55,81957,N, ,6028,       738.00,       508.00
N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,       525.85,       522.50,       530.00,       510.35,       516.60,                305225734.70,587000,N, ,23940,       657.60,       510.00
N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,       609.10,       609.40,       613.80,       585.00,       590.90,                 75403820.15,127102,N, ,5491,       920.00,       550.10
N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,        78.40,        78.00,        79.00,        71.70,        72.85,                 11297877.45,148823,N, ,890,       142.60,        68.60
N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,        10.55,        10.10,        10.20,         8.80,         9.50,                   137809.60,14273,N, ,100,        26.55,         8.80
N,EQ,GOKULAGRO,GOKUL AGRO RESOURCES LTD,        11.25,        11.25,        11.80,        11.00,        11.05,                   105386.75,9466,N, ,59,        35.10,        10.20
N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,        70.90,        70.00,        71.00,        65.25,        69.75,                  1816663.85,26419,N, ,259,        94.50,        50.00
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,        28.25,        29.30,        29.30,        29.30,        29.30,                   175800.00,6000,N, ,1,        43.00,        25.25
N,EQ,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,        23.00,        24.15,        24.15,        21.85,        22.15,                  4292635.20,186802,N, ,513,        29.65,         8.60
N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,        67.05,        68.75,        68.80,        62.90,        63.15,                  2217075.55,34330,N, ,265,       142.50,        62.90
N,EQ,GPIL,GODAWARI POW & ISP LTD,       450.55,       459.00,       461.90,       396.55,       422.00,                113829145.05,266482,N, ,6282,       623.95,       110.50
N,EQ,GPPL,GUJARAT PIPAVAV PORT LTD,       101.20,       101.65,       103.00,        99.15,       100.30,                 13753150.05,136880,N, ,3031,       168.30,        99.15
N,EQ,GPTINFRA,GPT INFRAPROJECTS LTD,       101.80,       102.00,       114.00,        90.00,       105.35,                  7092527.00,71814,N, ,799,       248.00,        90.00
N,EQ,GRANULES,GRANULES INDIA LIMITED,        98.65,       100.25,       101.00,        93.25,        95.15,                423122938.50,4375243,N, ,18798,       150.00,        71.55
N,EQ,GRAPHITE,GRAPHITE INDIA LTD,       807.35,       815.00,       847.70,       781.00,       843.30,                694555798.70,848546,N, ,28487,      1127.00,       317.60
N,EQ,GRAVITA,GRAVITA INDIA LIMITED,        93.25,        93.10,        98.20,        87.00,        89.20,                 17522035.10,188570,N, ,3094,       204.90,        87.00
N,EQ,GREAVESCOT,GREAVES COTTON LTD.,       141.20,       142.50,       142.70,       129.00,       132.30,                 67148994.75,493866,N, ,6969,       165.00,       112.35
N,EQ,GREENLAM,GREENLAM INDUSTRIES LTD.,       999.25,      1005.90,      1006.00,       916.00,       968.90,                  1143201.35,1194,N, ,171,      1394.90,       845.00
N,EQ,GREENPLY,GREENPLY INDUSTRIES LTD,       165.05,       165.15,       169.95,       153.45,       155.40,                 15643946.40,97895,N, ,3382,       401.10,       153.45
N,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,         6.80,         6.75,         6.85,         6.50,         6.55,                   802859.50,120823,N, ,247,        17.30,         6.40
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,        12.85,        12.25,        12.25,        12.25,        12.25,                    73500.00,6000,N, ,1,        20.35,        10.60
N,EQ,GRINDWELL,GRINDWELL NORTON LIMITED,       498.00,       492.10,       514.00,       477.05,       510.25,                 15133042.65,30181,N, ,2398,       588.80,       409.00
N,EQ,GRPLTD,GRP LIMITED,      1152.45,      1119.00,      1282.00,      1110.00,      1245.80,                  3611447.85,2915,N, ,105,      1800.00,      1102.00
N,EQ,GRUH,GRUH FINANCE LTD.,       290.80,       291.10,       329.00,       265.55,       304.05,                560821567.10,1961874,N, ,44999,       737.70,       265.55
N,EQ,GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,        25.85,        25.65,        25.90,        23.80,        24.30,                   751602.70,30485,N, ,220,        41.25,        22.45
N,EQ,GSFC,GUJ STATE FERT & CHEM LTD,        93.70,        94.65,        96.00,        89.00,        94.25,                273056208.35,2948812,N, ,13848,       166.40,        89.00
N,EQ,GSKCONS,GLAXOSMITHKLINE CONSUMER,      7018.70,      7068.00,      7348.00,      6955.00,      7253.70,                117564721.20,16386,N, ,4627,      7850.00,      4851.00
N,EQ,GSPL,GUJARAT STATE PETRO LTD,       181.20,       190.50,       192.70,       156.45,       174.45,               1291217888.00,7143359,N, ,99903,       235.80,       156.45
N,EQ,GSS,GSS INFOTECH LIMITED,       110.15,       111.15,       112.45,        99.00,       101.65,                 66553686.25,642355,N, ,4916,       122.80,        21.00
N,EQ,GTL,GTL LTD,         5.60,         5.65,         5.80,         5.40,         5.50,                   504875.55,91581,N, ,296,        19.70,         5.40
N,EQ,GTNTEX,GTN TEXTILES LIMITED,        10.25,        10.15,        10.60,         9.75,         9.75,                   122665.60,12342,N, ,56,        37.00,         9.75
N,EQ,GTPL,GTPL HATHWAY LIMITED,        65.90,        67.00,        67.55,        63.00,        65.50,                  2653258.25,41133,N, ,755,       187.40,        56.90
N,EQ,GUFICBIO,GUFIC BIOSCIENCES LTD.,       124.55,       122.40,       125.45,       111.00,       113.80,                 13283177.75,111901,N, ,1975,       163.90,        72.50
N,EQ,GUJALKALI,GUJARAT ALKALIES & CHEM,       612.35,       616.90,       618.70,       571.00,       596.65,                119710080.75,202006,N, ,14973,       935.00,       431.80
N,EQ,GUJAPOLLO,GUJ. APOLLO IND. LTD.,       168.70,       166.60,       168.85,       147.00,       151.70,                   553819.95,3552,N, ,131,       281.65,       147.00
N,EQ,GUJFLUORO,GUJARAT FLUOROCHEMICALS L,       827.95,       831.90,       835.70,       775.00,       814.65,                148402725.10,182811,N, ,9367,       959.70,       667.00
N,EQ,GUJGASLTD,GUJARAT GAS LIMITED,       638.45,       655.00,       655.00,       625.00,       629.30,                 32054816.70,50779,N, ,5281,       978.00,       625.00
N,EQ,GULFOILLUB,GULF OIL LUB. IND. LTD.,       734.95,       724.95,       754.40,       724.95,       735.65,                 29529184.45,40011,N, ,3130,      1100.00,       724.95
N,EQ,GULFPETRO,GP PETROLEUMS LIMITED,        77.90,        78.05,        79.10,        75.00,        75.60,                  3475105.60,45391,N, ,379,        96.75,        67.40
N,EQ,GULPOLY,GULSHAN POLYOLS LIMITED,        56.60,        57.05,        58.50,        55.10,        55.55,                  1596864.30,28519,N, ,332,        99.00,        50.75
N,EQ,GVKPIL,GVK POW. & INFRA LTD.,         8.15,         8.05,         8.35,         7.75,         7.75,                 19349800.90,2470620,N, ,2570,        27.85,         7.75
N,EQ,HAL,HINDUSTAN AERONAUTICS LTD,       826.40,       832.00,       836.70,       777.00,       779.80,                 14758562.95,18551,N, ,3078,      1184.95,       770.05
N,EQ,HARITASEAT,HARITA SEATING SYS. LTD,       593.50,       616.50,       616.50,       537.00,       551.15,                  5989523.85,10511,N, ,634,      1139.80,       537.00
N,EQ,HARRMALAYA,HARRISON MALAYALAM LTD,        88.25,        88.60,        89.50,        81.60,        83.15,                  4048840.75,47605,N, ,998,       124.85,        71.25
N,EQ,HATHWAY,HATHWAY CABLE & DATACOM,        25.05,        25.70,        25.70,        22.55,        23.40,                 36970407.85,1559681,N, ,3779,        48.70,        15.10
N,EQ,HATSUN,HATSUN AGRO PRODUCT LTD.,       715.65,       707.80,       716.00,       700.00,       707.45,                 19872579.85,28167,N, ,605,       970.00,       572.85
N,EQ,HBLPOWER,HBL POWER SYSTEMS LTD.,        28.80,        29.05,        29.30,        26.25,        26.50,                  7684524.05,281759,N, ,2020,        76.50,        26.25
N,EQ,HCC,HINDUSTAN CONSTRUCTION CO,        11.55,        11.60,        11.75,        10.45,        10.65,                143061028.45,13038182,N, ,12354,        44.95,         9.45
N,EQ,HCG,HEALTHCARE GLOB. ENT. LTD,       220.25,       220.00,       220.00,       211.20,       214.65,                  3255383.70,15120,N, ,557,       353.80,       211.20
N,EQ,HCL-INSYS,HCL INFOSYSTEMS LTD,        26.05,        26.30,        26.55,        22.65,        23.50,                 25907632.80,1057011,N, ,5083,        69.70,        22.65
N,EQ,HDFCAMC,HDFC AMC LIMITED,      1371.10,      1394.00,      1394.00,      1308.00,      1327.45,                853324805.25,635077,N, ,37247,      1970.00,      1250.00
N,EQ,HDIL,HOUSING DEV & INFRA LTD,        21.85,        21.80,        21.80,        20.80,        20.80,                 78803946.25,3745003,N, ,9843,        69.15,        17.45
N,SM,HECPROJECT,HEC INFRA PROJECTS LTD.,       163.00,       153.90,       153.90,       153.90,       153.90,                   184680.00,1200,N, ,1,       200.65,        95.00
N,EQ,HEG,HEG LTD,      3483.70,      3509.00,      3540.00,      3290.00,      3345.75,               1254341187.75,370877,N, ,36669,      4542.00,       860.00
N,EQ,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,       146.95,       148.15,       148.15,       143.00,       143.95,                 16752973.55,114924,N, ,3563,       189.95,       116.60
N,EQ,HERCULES,HERCULES HOI. LTD.,       101.35,       101.00,       101.00,        95.00,        96.55,                  1270846.30,12960,N, ,306,       164.50,        95.00
N,EQ,HERITGFOOD,HERITAGE FOODS LTD,       514.00,       514.00,       524.00,       500.80,       510.00,                  9626306.25,19038,N, ,1138,      1550.00,       500.80
N,EQ,HESTERBIO,HESTER BIOSCIENCES LTD,      1115.10,      1112.05,      1112.05,      1072.00,      1079.95,                  7124512.20,6563,N, ,205,      1954.55,       995.00
N,EQ,HEXAWARE,HEXAWARE TECHNOLOGIES LTD,       435.50,       438.70,       443.90,       421.45,       428.85,                645075724.45,1493449,N, ,35654,       557.70,       259.00
N,EQ,HFCL,HIMACHAL FUT COM LTD,        21.40,        21.65,        21.65,        19.20,        19.75,                109874128.20,5399437,N, ,7853,        36.65,        18.45
N,EQ,HGINFRA,H.G.INFRA ENGINEERING LTD,       230.50,       232.05,       232.45,       190.00,       206.15,                 13193212.30,59792,N, ,1665,       355.00,       190.00
N,EQ,HGS,HINDUJA GLOBAL SOLS. LTD.,       700.75,       700.05,       714.45,       660.00,       667.25,                 15480144.80,22787,N, ,1037,      1037.80,       520.00
N,EQ,HIGHGROUND,HIGH GROUND ENTP LTD,        10.55,        10.70,        10.75,         9.50,         9.55,                  4068915.50,415346,N, ,729,        19.60,         8.05
N,EQ,HIKAL,HIKAL LIMITED,       170.15,       170.10,       171.50,       155.70,       160.80,                 78892994.20,482992,N, ,6248,       265.50,       135.45
N,EQ,HIL,HIL LIMITED,      2149.85,      2148.50,      2170.00,      2060.05,      2078.90,                 19945290.45,9533,N, ,1307,      2606.00,      1101.15
N,EQ,HIMATSEIDE,HIMATSINGKA SEIDE LTD,       227.70,       228.15,       235.15,       212.05,       220.35,                 20619241.30,92896,N, ,2072,       443.80,       212.05
N,EQ,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,       364.90,       366.00,       366.00,       348.00,       350.60,                  1557845.95,4382,N, ,204,       589.90,       348.00
N,EQ,HINDCOPPER,HINDUSTAN COPPER LTD,        54.60,        55.00,        55.15,        50.10,        51.00,                 54135638.40,1035625,N, ,6264,       110.50,        50.10
N,EQ,HINDMOTORS,HINDUSTAN MOTORS LIMITED,         8.15,         8.05,         8.25,         7.70,         8.05,                  2179441.30,271352,N, ,415,        14.80,         6.35
N,EQ,HINDNATGLS,HIND NATL GLASS & IND LTD,        92.75,        92.00,        92.75,        87.00,        88.80,                   353984.70,3945,N, ,69,       191.80,        70.00
N,EQ,HINDOILEXP,HINDUSTAN OIL EXPLORATION,       131.70,       132.90,       133.30,       124.00,       125.60,                 82759201.20,650610,N, ,6573,       164.80,        79.25
G,EQ,HINDSYNTEX,HIND SYNTEX LTD,         3.80,         3.65,         3.80,         3.65,         3.65,                    11928.90,3186,N, ,4,        17.10,         3.65
N,EQ,HINDUJAVEN,HINDUJA VENTURES LIMITED,       539.30,       551.00,       551.00,       493.05,       504.70,                  2149346.90,4135,N, ,356,       919.00,       465.45
N,EQ,HIRECT,HIND RECTIFIER LIMITED,       120.10,       124.95,       124.95,       115.00,       117.00,                   312353.05,2632,N, ,39,       165.00,        95.90
N,EQ,HISARMETAL,HISAR METAL IND. LIMITED,        56.25,        55.05,        55.05,        53.45,        53.45,                   129803.20,2403,N, ,25,       129.65,        52.40
N,EQ,HITECH,HI-TECH PIPES LIMITED,       259.05,       263.00,       282.40,       230.00,       273.65,                 19024882.05,72230,N, ,915,       446.80,       230.00
N,EQ,HITECHCORP,HITECH CORPORATION LTD,       101.90,       103.95,       103.95,       100.00,       100.55,                   180793.15,1799,N, ,34,       199.00,        99.50
N,EQ,HITECHGEAR,THE HI-TECH GEARS LIMITED,       431.50,       433.70,       434.10,       410.00,       418.70,                  4030042.75,9563,N, ,344,       602.75,       330.00
N,EQ,HMVL,HINDUSTAN MEDIA VENT LTD,       146.80,       147.35,       156.00,       140.70,       148.15,                  1110945.20,7614,N, ,318,       274.50,       140.70
N,EQ,HONAUT,HONEYWELL AUTOMATION IND,     21335.35,     21750.00,     21750.00,     20700.00,     20803.20,                 12946218.45,619,N, ,309,     24242.00,     14751.00
N,EQ,HONDAPOWER,HONDA SIEL POWER PROD LTD,      1176.95,      1176.95,      1188.80,      1101.05,      1118.50,                  6313910.70,5513,N, ,738,      1649.85,      1101.05
N,EQ,HOTELEELA,HOTEL LEELA VENTURES LTD,        15.15,        15.15,        15.25,        14.50,        14.85,                  1586661.95,107194,N, ,370,        25.15,        14.35
N,EQ,HOVS,HOV SERVICES LTD,       191.25,       198.95,       198.95,       177.00,       181.70,                  3724729.80,20024,N, ,969,       397.00,       177.00
N,EQ,HPL,HPL ELECTRIC & POWER LTD,        65.20,        65.10,        66.00,        60.75,        61.45,                  4098151.50,65462,N, ,792,       165.45,        60.75
N,EQ,HSCL,HIMADRI SPECIALITY CHEM L,       119.15,       119.15,       120.55,       113.25,       114.55,                147628235.75,1284523,N, ,6754,       196.80,       109.55
N,EQ,HSIL,HSIL LIMITED,       259.80,       261.90,       264.20,       249.10,       255.80,                 15341545.95,59829,N, ,1744,       564.00,       249.10
N,EQ,HTMEDIA,HT MEDIA LIMITED,        48.15,        48.55,        48.75,        46.10,        46.50,                  5928485.25,126202,N, ,948,       118.40,        46.10
N,EQ,HUBTOWN,HUBTOWN LIMITED,        45.10,        45.65,        46.55,        38.60,        41.35,                 12023690.85,286220,N, ,2123,       167.00,        38.60
N,EQ,HUDCO,HSG & URBAN DEV CORPN LTD,        49.30,        49.40,        49.65,        45.50,        46.15,                 73989354.10,1569524,N, ,11048,        89.80,        45.50
N,SM,HUSYSLTD,HUSYS CONSULTING LTD.,        38.00,        37.00,        37.00,        37.00,        37.00,                    74000.00,2000,N, ,1,        51.95,        32.00
N,EQ,IBREALEST,INDIABULLS REAL EST. LTD,       101.05,       102.00,       102.30,        82.60,        87.80,               1330422377.20,14437067,N, ,80859,       263.40,        82.60
N,SM,ICEMAKE,ICE MAKE REFRIGERAT LTD,        79.80,        79.00,        79.00,        76.60,        76.80,                   621200.00,8000,N, ,4,       124.95,        68.00
N,EQ,ICIL,INDO COUNT INDUSTRIES LTD,        67.80,        68.05,        68.10,        63.00,        64.55,                 15625993.20,241326,N, ,2693,       138.85,        58.75
N,EQ,ICRA,ICRA LIMITED,      3528.55,      3430.00,      3501.00,      3425.00,      3439.75,                  2132142.95,618,N, ,185,      4040.00,      3002.65
N,EQ,IDBI,IDBI BANK LIMITED,        48.85,        48.80,        51.30,        47.50,        50.20,                797569013.70,16102097,N, ,23993,        91.50,        47.00
N,EQ,IDFC,IDFC LIMITED,        40.20,        40.50,        41.40,        39.10,        39.75,                266902097.90,6663168,N, ,13032,        68.00,        39.10
N,EQ,IDFCBANK,IDFC BANK LIMITED,        36.65,        37.10,        37.25,        35.80,        36.30,                483947995.70,13288791,N, ,28611,        70.40,        35.80
N,EQ,IEX,INDIAN ENERGY EXC LTD,      1700.60,      1714.15,      1714.25,      1560.10,      1606.70,                 25804731.05,15864,N, ,2263,      1780.00,      1402.00
N,EQ,IFBAGRO,IFB AGRO INDUSTRIES LTD,       560.45,       560.00,       583.00,       549.95,       550.15,                  1972077.50,3501,N, ,161,       948.00,       401.25
N,EQ,IFBIND,IFB INDUSTRIES LTD,      1068.40,      1070.00,      1088.00,      1005.00,      1044.55,                 25974045.05,25184,N, ,2042,      1546.95,       689.95
N,EQ,IFCI,IFCI LTD,        12.40,        12.50,        12.55,        11.60,        11.90,                134854561.25,11152990,N, ,9343,        34.60,        11.60
N,EQ,IFGLEXPOR,IFGL REFRACTORIES LIMITED,       241.00,       247.75,       260.95,       238.70,       247.35,                 19327414.65,79512,N, ,2736,       374.40,       193.25
N,EQ,IGARASHI,IGARASHI MOTORS INDIA LTD,       688.45,       683.80,       699.95,       643.00,       679.30,                  7547227.20,11191,N, ,813,       965.00,       643.00
N,EQ,IGL,INDRAPRASTHA GAS LTD,       257.15,       264.05,       264.05,       237.95,       242.95,                999900240.85,4066762,N, ,57567,      1624.00,       230.75
N,EQ,IGPL,I G PETROCHEMICALS LTD,       437.90,       436.00,       443.70,       390.00,       399.60,                 12351514.35,30072,N, ,1583,       836.80,       390.00
N,EQ,IIFL,IIFL HOLDINGS LIMITED,       526.10,       526.10,       551.25,       445.95,       509.55,                296886243.50,575191,N, ,39302,       874.00,       445.95
N,EQ,IITL,INDUSTRIAL INV TRUST LTD,        86.00,        90.30,        90.30,        81.70,        81.70,                    22180.00,270,N, ,4,       158.75,        69.00
N,EQ,IL&FSENGG,IL&FS ENG AND CONS CO LTD,        13.75,        13.95,        14.45,        12.50,        13.30,                  4919638.95,370339,N, ,1486,        59.35,        11.55
N,EQ,IL&FSTRANS,IL&FS TRANS NET LTD,        23.60,        23.70,        24.15,        21.55,        22.55,                 12591383.35,549433,N, ,3697,        97.35,        19.00
N,EQ,IMFA,INDIAN METALS & FERRO,       279.85,       276.00,       287.00,       260.00,       267.35,                 11988633.15,43600,N, ,1856,       798.80,       260.00
N,EQ,IMPAL,IND MOTOR PART & ACC LTD,       905.95,       899.95,       924.00,       898.00,       907.00,                   455121.20,501,N, ,57,      1449.00,       795.00
N,EQ,INDBANK,INDBANK MERCH BANK,         9.35,         9.35,         9.35,         8.90,         8.90,                   445658.20,49937,N, ,168,        38.50,         8.90
N,EQ,INDHOTEL,THE INDIAN HOTELS CO. LTD,       128.15,       128.00,       138.55,       127.90,       136.90,                468210752.65,3487851,N, ,20881,       160.95,       103.40
N,EQ,INDIACEM,THE INDIA CEMENTS LIMITED,       104.50,       105.25,       105.80,        99.30,       101.20,                702336800.95,6843338,N, ,33174,       205.95,        97.10
N,EQ,INDIAGLYCO,INDIA GLYCOLS LTD,       413.00,       414.00,       422.60,       392.35,       392.35,                 36147216.90,91178,N, ,5415,       621.00,       225.00
N,EQ,INDIANB,INDIAN BANK,       226.65,       228.00,       237.00,       220.95,       227.40,                621028939.70,2699222,N, ,27179,       427.40,       219.25
N,EQ,INDIANCARD,INDIAN CARD CLOTHING CO.,       126.00,       129.40,       131.90,       125.05,       128.00,                   159013.10,1259,N, ,35,       224.80,       122.65
N,EQ,INDIANHUME,INDIAN HUME PIPE CO. LTD.,       247.90,       254.80,       254.80,       235.00,       238.10,                  3037169.65,12512,N, ,425,       553.90,       235.00
N,IV,INDIGRID,INDIA GRID TRUST,        89.80,        90.00,        90.00,        89.80,        90.00,                  5049418.50,56133,N, ,11,        98.70,        89.45
N,EQ,INDLMETER,IMP POWERS LTD,        61.65,        63.00,        63.00,        56.00,        59.70,                   848764.10,14130,N, ,93,       133.00,        56.00
N,EQ,INDNIPPON,INDIA NIPPON ELECT  LTD,       473.45,       465.00,       476.05,       420.00,       440.20,                 14856868.80,33281,N, ,1009,      1430.00,       420.00
N,EQ,INDOCO,INDOCO REMEDIES LTD.,       201.75,       199.10,       204.60,       185.10,       193.35,                 16298325.95,82608,N, ,2501,       317.40,       166.00
N,EQ,INDORAMA,INDO RAMA SYNTHETICS LTD,        22.40,        22.00,        22.00,        20.20,        20.80,                   482600.15,22779,N, ,122,        56.90,        18.60
N,EQ,INDOSTAR,INDOSTAR CAPITAL FIN LTD,       345.70,       353.00,       353.00,       314.05,       319.05,                 80753710.90,248653,N, ,5522,       607.80,       314.05
N,EQ,INDOTECH,INDO TECH TRANSFORM LTD.,       103.95,       102.40,       102.40,        93.20,        94.70,                   669373.15,6816,N, ,161,       255.00,        93.20
N,EQ,INDOTHAI,INDO THAI SEC LTD,        46.70,        46.00,        46.00,        43.80,        43.85,                   466521.05,10414,N, ,100,       127.80,        43.65
N,EQ,INDOWIND,INDOWIND ENERGY LTD,         4.45,         4.45,         4.60,         4.25,         4.25,                   280075.35,65264,N, ,78,        16.50,         3.65
N,EQ,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,        41.70,        42.05,        42.05,        39.05,        39.85,                  4428348.15,109406,N, ,574,        68.50,        39.05
N,EQ,INDSWFTLAB,IND SWIFT LABORATORIES LT,        59.30,        60.00,        60.10,        56.60,        57.15,                  1422610.70,24522,N, ,201,       109.95,        32.40
N,EQ,INDTERRAIN,IND TERRAIN FASHIONS LTD,       136.90,       136.70,       136.95,       126.95,       133.35,                  1646373.35,12423,N, ,774,       253.00,        30.05
